"release_clause_eur_m","international_reputation","power_stamina","defending_sliding_tackle","age","is_internacional.1","years_remaining","years_in_club","category.Delantero","value_eur_m"
1.8,1,83,52,23,0,0,3,0,0.925
5.5,1,79,68,27,0,2,1,0,2.9
3.8,1,82,66,25,0,2,3,0,2.1
0.743,1,65,62,21,0,0,3,1,0.45
3.6,1,69,22,26,0,1,2,1,1.6
2.1,1,61,34,25,0,0,2,0,1.6
2.5,1,65,66,33,0,1,2,0,1.2
0.61,1,53,68,27,0,1,2,1,0.4
3.2,1,52,64,21,0,0,1,1,1.4
0.906,1,81,65,28,0,0,4,0,0.625
4.7,1,66,68,20,0,1,1,1,2.1
1.6,1,53,37,23,0,0,1,0,1.1
2.7,1,87,50,28,1,1,3,0,1.4
0.438,1,72,23,27,0,0,1,1,0.25
9.9,1,84,42,23,0,3,3,1,4.7
1.2,1,67,62,24,0,1,1,0,0.775
1.1,1,56,55,28,0,4,1,1,0.85
3.3,1,77,66,25,0,0,2,0,1.9
2.4,1,72,67,32,0,-1,9,0,1.1
1.9,1,69,69,26,0,2,1,0,1.3
1.7,1,53,57,22,0,-1,2,1,1
1.8,1,63,15,23,0,1,1,1,1.2
0.828,1,82,58,27,0,1,1,1,0.625
0.684,1,64,13,22,0,1,1,0,0.375
2.5,1,66,22,28,0,1,1,1,1.4
2.1,1,72,51,19,0,3,1,1,1
1.3,1,80,59,25,0,-1,1,1,0.875
5.2,1,65,71,22,0,1,2,0,2.9
0.569,1,61,63,32,0,0,5,1,0.325
2.2,1,67,65,28,0,1,1,0,1.4
1.3,1,54,44,23,0,0,3,1,0.75
14.2,1,84,64,27,0,1,1,1,8.5
1.7,1,69,67,25,0,2,2,0,1.3
6.8,2,73,47,24,0,3,1,0,4.6
3.8,1,39,72,27,0,1,3,1,2
23.1,1,68,76,23,0,3,1,0,10.5
0.735,1,67,14,20,0,0,3,1,0.35
170,3,85,85,25,0,1,5,1,80
31.4,1,89,77,27,0,2,1,0,16.5
0.744,1,67,59,31,0,0,3,0,0.425
0.47,1,62,53,21,0,1,3,1,0.2
0.808,1,64,54,23,0,3,1,1,0.425
1.7,1,67,46,22,0,1,3,0,1.1
1.4,1,65,67,28,0,0,1,1,0.875
88.1,2,77,37,25,1,3,1,0,40.5
0.2,1,66,61,36,0,3,1,0,0.16
3.5,1,79,64,30,0,-1,1,0,1.6
0.683,1,47,58,21,0,1,2,1,0.35
2.4,1,59,62,19,0,1,2,1,0.975
4.2,1,75,46,30,0,1,4,1,3
14.7,1,67,31,21,0,2,2,1,7
3.2,1,70,65,27,0,0,2,0,1.4
2.6,1,91,62,26,0,2,1,1,1.9
1.3,1,72,61,28,0,0,1,0,0.725
2,1,59,61,18,0,1,3,1,0.95
1.6,1,57,61,20,0,1,1,1,0.675
0.979,1,82,56,28,0,1,1,0,0.725
22.4,1,77,68,23,1,3,2,0,14
0.626,1,58,59,24,0,0,3,1,0.325
0.744,1,62,65,33,0,0,2,0,0.425
28.4,1,79,70,23,0,2,2,0,16
2.1,1,73,25,25,0,2,1,1,1.4
0.89,1,61,59,26,0,-1,1,0,0.4
1.6,1,55,60,22,0,1,1,0,0.825
1.1,1,78,56,28,0,-1,2,0,0.7
1.1,1,69,67,30,0,-1,3,0,0.725
2.3,1,61,57,21,0,4,1,0,1.6
0.341,1,78,48,29,0,1,1,1,0.22
3.3,2,62,12,27,0,0,6,1,1.6
0.689,1,69,22,30,0,0,1,0,0.475
1.6,1,60,53,20,0,0,3,1,0.675
3.6,1,39,48,26,0,1,6,1,1.9
1.8,1,37,34,26,0,2,5,1,0.85
1.5,1,74,64,27,0,-1,2,1,0.975
5,1,63,66,22,0,4,1,1,2.5
1.5,1,70,66,32,0,0,1,1,0.7
38.4,1,81,29,25,0,2,2,0,18.5
1.1,1,73,59,21,0,0,4,1,0.55
1.3,1,58,26,19,0,1,1,1,0.575
4,1,63,64,20,0,3,1,1,1.6
0.295,1,69,60,33,0,-1,1,1,0.19
2.5,1,61,65,26,0,2,1,1,1.6
1.5,1,72,60,23,0,0,7,0,0.75
65.1,2,70,23,20,0,4,1,1,31
2,1,67,48,22,0,2,1,1,1.3
6.6,1,68,26,24,0,2,1,1,4.2
4,1,73,19,28,0,0,4,1,2.4
2.8,1,64,63,24,0,1,2,0,1.7
0.969,1,58,33,27,0,0,3,1,0.625
6.8,3,50,48,31,0,0,2,0,4.7
2,1,76,68,24,0,1,2,0,1.2
4.3,1,68,67,18,0,4,1,1,2
1.2,1,29,60,30,0,2,1,1,0.725
0.609,1,60,42,18,0,2,3,1,0.325
2.5,1,82,63,28,0,2,1,1,1.4
2.3,1,72,64,22,0,2,1,1,1.5
0.341,1,57,20,23,0,-1,6,1,0.21
2.2,1,54,30,19,0,-1,2,1,0.95
0.816,1,55,56,21,0,2,1,0,0.375
75.1,3,71,83,25,1,3,2,0,38
5.2,2,74,73,34,0,0,1,0,2.6
1.8,1,69,25,23,0,3,1,1,1.1
0.171,1,69,40,20,0,0,4,1,0.11
85.9,3,66,28,23,0,2,3,1,43.5
5.3,1,70,69,23,0,1,2,0,2.7
0.932,1,34,62,25,0,0,8,1,0.525
48.5,2,86,49,29,0,2,5,1,25.5
15,1,78,37,24,0,3,1,1,6.5
2,1,66,18,32,0,0,3,1,0.975
2,1,72,67,27,0,2,1,0,1.5
10.9,1,68,72,22,0,1,5,1,5.5
1.4,1,66,22,31,0,0,2,1,1
2.9,1,86,57,25,0,0,3,0,1.8
10.1,1,85,76,24,0,3,1,1,6
0.653,1,61,54,22,0,0,5,1,0.45
2.7,1,66,66,27,0,2,1,0,1.2
0.488,1,53,20,25,0,-1,2,1,0.3
1.9,2,77,67,30,0,0,1,0,1.2
3.2,1,68,27,23,0,2,1,1,1.8
0.569,1,78,22,31,0,0,3,1,0.325
2.8,1,69,59,27,0,-1,8,1,2
1.4,1,67,61,24,0,0,1,0,0.75
3.6,1,65,63,23,0,0,1,1,1.5
1.4,1,89,61,25,0,0,2,0,0.975
1.8,1,50,52,22,0,1,1,1,1.1
0.76,2,33,12,37,0,0,5,1,0.475
0.57,1,67,58,27,0,1,1,0,0.4
4.5,1,89,61,29,0,-1,2,0,3
0.913,1,82,62,27,0,1,2,1,0.5
0.666,1,72,51,26,0,1,5,1,0.375
0.913,1,80,62,24,0,0,2,1,0.5
1.5,1,74,68,33,0,1,1,0,0.975
4.1,1,45,44,18,0,1,2,1,1.7
0.517,1,64,52,19,0,1,1,1,0.22
0.435,1,53,11,18,0,0,1,1,0.2
26.4,2,86,69,29,0,3,5,0,15.5
2.3,1,80,60,25,0,0,2,0,1.4
1.6,1,67,25,18,0,-1,1,1,0.575
1.3,1,83,63,28,0,1,1,0,0.725
1.1,1,63,65,21,0,0,4,1,0.7
0.594,1,31,30,28,0,0,2,0,0.475
0.176,1,53,46,18,0,0,1,1,0.09
2.1,1,67,69,24,0,0,2,1,1
0.193,1,42,20,21,0,0,1,1,0.11
5.9,2,54,60,35,0,0,4,1,3.1
5.4,1,81,65,23,0,1,2,1,3
18.1,1,78,68,21,0,3,1,1,9.5
3.3,1,71,56,23,0,2,1,0,1.7
2.8,1,81,60,22,0,1,2,0,1.8
0.828,1,68,24,25,0,2,1,1,0.625
0.195,1,55,20,17,0,0,1,1,0.1
3.9,1,82,65,27,0,2,3,1,2.5
1.8,1,81,49,24,0,1,1,0,0.975
2.3,1,32,16,20,0,0,3,1,1.1
1.6,1,81,41,26,0,3,1,1,1
4.9,1,60,42,22,0,2,1,0,2.9
2.1,1,74,56,19,0,2,3,1,1.1
34.7,1,78,56,23,0,3,2,1,16.5
89.6,3,85,44,25,0,1,2,1,50.5
3.2,1,73,70,25,0,0,4,0,2
1.3,1,53,58,19,0,0,3,1,0.5
3.3,1,58,20,17,0,0,1,0,1.5
0.531,1,73,57,29,0,2,1,0,0.425
0.7,1,73,60,26,0,0,4,1,0.4
68.9,3,90,76,27,0,3,1,0,40.5
0.506,1,82,60,27,0,1,4,0,0.375
2.6,1,80,66,26,0,2,1,0,1.8
0.502,1,65,16,22,0,0,3,1,0.275
1.7,1,76,64,25,0,0,5,0,1.1
10.8,1,63,27,23,0,1,1,1,4.9
0.674,1,57,51,20,0,2,3,1,0.325
2.9,1,57,38,21,0,3,1,1,1.3
1.5,1,68,69,32,0,0,3,1,1
55.3,3,77,48,26,0,3,2,1,28
0.38,1,56,34,25,0,1,1,1,0.22
1.3,1,71,63,30,0,-1,1,0,0.6
3.3,1,75,36,23,0,1,3,1,2.4
0.675,1,46,62,31,0,-1,4,1,0.5
0.938,1,66,55,18,0,1,2,0,0.5
2.5,1,75,19,31,0,1,1,1,2
61.2,3,87,78,25,0,4,1,1,31
7.3,1,60,45,19,0,4,1,1,2.9
0.474,1,61,30,25,0,0,3,1,0.275
0.698,1,78,58,33,0,2,4,1,0.45
5.4,1,75,57,23,0,2,2,1,3.2
2.7,1,64,42,26,0,3,1,1,1.6
7.4,1,76,31,24,0,1,1,1,4.7
1.4,1,63,60,23,0,-1,1,0,0.85
1.3,1,73,60,24,0,1,2,0,1
1.6,1,67,65,25,0,1,2,1,0.85
0.831,1,83,52,29,0,1,1,0,0.475
1.4,1,77,62,26,0,1,2,0,0.775
2.1,1,83,60,25,1,2,1,1,1.4
2.8,1,62,23,23,0,3,2,1,1.6
3,1,76,64,24,0,3,1,0,2.3
0.85,1,52,38,20,0,4,1,1,0.4
2.1,1,68,69,24,0,0,1,1,1.3
0.875,1,56,64,31,0,0,1,0,0.7
0.906,1,64,55,23,0,0,2,1,0.625
2.4,1,66,31,23,0,0,2,1,1.2
112.6,3,74,32,24,1,4,1,1,58.5
21,1,75,76,30,0,2,1,0,10
1.1,1,71,60,26,0,0,2,0,0.7
1.8,1,65,26,26,0,0,1,1,1.2
0.424,1,66,58,18,0,4,1,1,0.22
1.4,1,71,70,33,0,-1,1,0,0.9
3.8,1,76,60,33,0,0,1,0,2.6
2.8,1,77,66,26,0,0,2,0,1.7
0.392,1,75,54,24,0,2,1,0,0.275
0.629,1,71,48,27,0,1,1,1,0.475
0.525,1,82,53,33,0,1,1,0,0.3
2.4,1,75,31,24,0,2,3,1,1.6
1.1,1,57,17,26,0,1,1,1,0.7
1.9,1,61,31,26,0,2,1,1,1.3
2.7,1,73,71,23,0,3,1,0,1.5
0.853,1,62,29,23,0,0,5,1,0.55
2.8,3,51,73,34,0,0,2,0,1.4
9.2,1,69,65,22,0,1,3,0,4
1.5,1,69,28,22,0,2,1,1,1
39.5,1,77,79,24,0,2,3,1,20
5.6,1,74,69,34,0,0,1,1,3.5
2.2,1,58,58,20,0,1,2,1,1.5
2.5,1,66,65,20,0,1,2,0,1.5
3.5,1,69,53,17,0,0,1,1,1.1
2.7,1,51,29,19,0,2,1,1,1.1
1.5,1,74,58,24,0,1,1,0,1
0.641,1,57,62,32,0,-1,9,0,0.475
97.2,3,92,76,24,1,2,3,0,50.5
0.202,1,62,27,32,0,0,1,1,0.13
4.9,1,88,71,27,0,0,7,0,3.1
5,1,65,48,22,0,1,1,1,2.1
17.6,1,81,30,27,0,1,3,0,8
1.2,1,85,64,33,0,0,4,0,0.975
1.2,1,67,52,26,0,1,3,0,0.925
2.1,1,73,63,23,0,3,1,0,1.3
49.4,3,75,54,26,0,1,3,0,25
0.5,1,79,20,28,0,-1,1,1,0.4
4.8,1,77,57,27,0,2,1,0,2.5
2.9,1,64,70,29,0,2,3,1,1.3
2.5,2,67,23,33,0,0,7,1,1.2
2.3,1,68,59,24,0,0,1,1,1
4.5,1,57,11,31,0,2,1,1,2.5
6.6,1,66,26,30,0,0,1,1,3
1.1,1,83,57,25,0,1,1,0,0.725
2.5,1,66,69,23,0,0,2,1,1.4
2.7,1,69,64,27,0,2,1,1,1.7
4.1,1,63,71,28,0,0,1,1,1.9
6.3,1,80,68,28,0,2,3,0,4.2
3.4,1,32,20,30,0,-1,2,1,1.6
0.821,1,82,59,27,0,0,2,1,0.45
4.6,1,90,67,33,0,0,2,0,2.2
0.093,1,54,11,32,0,-1,3,1,0.06
7.9,1,62,59,20,0,2,2,1,3.4
4.3,1,68,72,25,0,0,2,1,1.9
1.6,1,70,64,22,0,0,3,0,0.75
0.488,1,34,52,29,0,0,3,1,0.325
2.1,1,78,73,34,0,0,1,0,1.5
5.1,1,69,27,19,0,3,1,0,3
0.563,1,65,45,18,0,1,3,1,0.3
2.5,1,86,49,25,0,-1,3,0,1.9
15.8,1,75,58,24,0,2,2,1,8
1.6,1,65,57,22,0,0,1,1,0.9
1.3,1,34,42,29,0,0,2,0,0.85
0.613,1,85,61,34,0,0,3,0,0.35
2.7,1,73,15,27,0,2,1,1,1.9
1.6,1,81,59,29,0,2,5,0,1.2
3.7,1,68,61,20,0,1,1,1,2.1
2.9,1,71,23,24,0,2,2,1,1.8
0.398,1,63,38,26,0,0,2,0,0.3
1.4,1,85,64,31,0,3,2,1,1.1
0.306,1,64,49,19,0,0,1,1,0.13
203.1,4,89,78,27,1,3,5,0,105.5
3.8,1,76,69,23,0,2,1,0,2
0.831,1,40,63,30,0,0,3,1,0.475
3.6,1,63,59,28,0,0,2,1,1.9
2.1,1,79,59,22,0,1,2,0,1.3
1.7,1,54,60,18,0,0,2,1,0.8
1.3,1,68,62,28,0,-1,4,0,0.975
18,1,90,73,21,0,2,2,0,9
4.5,1,65,74,30,0,1,2,0,2.5
10.8,1,89,22,27,0,3,3,1,6
2,1,78,58,30,0,1,2,1,1.3
8.1,1,71,60,24,1,2,3,0,4.1
2.8,1,57,64,22,0,0,2,0,1.2
17,3,65,52,33,0,0,1,1,8.5
1.1,1,53,16,25,0,2,1,1,0.725
0.546,1,67,54,19,0,2,2,1,0.24
2.7,1,64,71,26,0,0,2,0,1.5
33.6,2,87,77,28,1,4,4,1,17
2.5,1,60,69,29,0,2,3,0,1.7
18.8,4,75,79,34,0,1,1,0,12.5
9.9,1,63,35,22,0,0,1,1,5.5
0.388,1,57,58,20,0,1,1,1,0.25
0.638,1,68,70,38,0,-1,3,0,0.425
2,1,63,62,22,0,-1,2,1,0.825
0.731,1,72,59,25,0,1,1,0,0.45
0.606,1,65,58,26,0,1,1,1,0.425
0.385,1,72,47,27,0,0,1,0,0.22
2.3,1,64,63,31,0,1,2,1,1.2
0.163,1,55,61,26,0,1,1,1,0.1
0.6,1,72,69,38,0,0,11,1,0.375
6.9,1,85,59,21,0,1,4,0,4.2
1.4,1,72,67,31,0,0,5,0,0.7
1.8,1,63,52,24,0,0,2,1,1
2.9,1,62,55,18,0,0,3,1,1
0.788,1,45,22,33,0,0,2,1,0.45
1.2,1,60,57,19,0,1,1,1,0.55
0.612,1,63,64,26,0,-1,1,1,0.275
2.1,1,85,60,25,0,2,1,1,1.1
1.5,1,57,61,19,0,-1,2,1,0.65
0.878,1,64,58,21,0,1,1,1,0.45
21.3,1,80,49,22,0,1,6,0,12.5
1.9,1,74,62,32,0,0,2,0,1.1
36.8,2,70,58,28,0,0,5,1,17.5
3.4,1,64,55,21,0,1,1,1,1.5
2.1,1,80,66,29,0,4,1,0,1.3
1.6,1,51,14,22,0,0,2,1,0.9
1,1,81,16,27,0,2,1,1,0.775
2.1,1,58,64,19,0,2,3,0,1.1
3,1,61,72,31,0,2,1,1,1.6
2.2,1,55,58,18,0,3,1,1,0.875
108.8,3,91,74,28,0,2,1,0,68
1.6,1,66,40,31,0,-1,4,1,0.725
1.1,1,65,54,20,0,0,1,1,0.55
2.6,1,86,20,30,0,0,2,1,1.6
0.861,1,64,65,29,0,2,4,0,0.65
1.8,1,63,59,24,0,0,2,0,0.8
1.7,1,87,64,28,0,0,3,1,1.1
0.958,1,64,59,25,0,0,1,1,0.525
0.454,1,50,18,21,0,0,1,1,0.275
1.8,1,77,20,24,0,0,2,1,0.925
1.5,1,62,57,19,0,0,2,1,0.85
1.2,1,38,47,17,0,0,3,1,0.55
2.1,1,76,59,21,0,1,4,1,1.3
3.2,1,37,49,23,0,2,7,0,2
32.8,2,81,68,26,1,2,1,0,18.5
1.3,1,43,68,31,0,0,4,0,0.825
0.163,1,52,52,24,0,-1,3,1,0.1
2.1,1,60,35,20,0,1,3,1,0.95
0.95,1,55,60,27,0,1,1,1,0.475
155.9,3,89,78,24,1,1,9,0,81
11.6,1,85,40,27,0,0,3,1,8
3.4,1,81,57,23,0,0,1,1,1.5
0.831,1,68,47,28,0,0,2,1,0.475
1.5,1,58,11,22,0,0,4,1,0.9
0.593,1,54,50,21,0,0,3,1,0.3
5.2,1,83,37,21,0,0,4,0,3.6
0.495,1,54,59,21,0,0,3,1,0.3
17.1,1,69,76,21,0,4,1,0,9
0.979,1,58,36,32,0,0,1,1,0.675
2.3,1,73,32,27,0,2,1,1,1.7
3.5,1,59,30,19,0,0,5,0,1.4
0.14,1,70,59,36,0,0,2,1,0.08
2.4,1,78,65,25,0,1,2,1,1.5
1.8,1,78,68,33,0,-1,1,1,0.85
0.185,1,65,55,26,0,1,5,0,0.13
8.3,1,55,26,30,0,2,3,1,5.5
2,1,73,68,27,0,2,1,0,1.2
1.7,1,59,48,20,0,0,2,1,1
6.9,1,79,65,28,0,4,1,0,4.2
1.8,1,71,45,31,0,0,2,0,1
1.1,1,70,63,26,0,3,1,1,0.825
8,1,86,56,30,0,0,1,1,4.1
6.5,2,70,62,27,0,0,2,0,4.5
0.548,1,67,19,23,0,0,2,1,0.3
2.6,1,73,64,26,0,3,1,0,1.6
2,1,52,62,20,0,0,1,1,0.775
1.2,1,71,66,33,0,0,4,1,0.75
11.9,1,67,30,23,0,1,2,0,7
13.4,1,89,40,24,0,3,1,1,8.5
2.4,1,58,23,33,0,1,1,0,1.2
14.5,1,68,69,26,0,3,2,0,7
1.4,1,75,19,28,0,0,2,1,0.875
2,1,73,62,23,0,1,1,0,1.2
1.3,1,60,35,18,0,4,1,1,0.525
1.7,1,65,65,26,0,0,3,0,1.2
7.6,1,77,71,30,0,1,3,1,3.6
0.155,1,50,52,19,0,3,1,1,0.1
1.5,1,67,39,36,0,0,2,1,1
1.9,1,65,49,27,0,-1,1,0,0.9
7.8,1,73,66,21,0,0,1,1,3.4
15.2,1,82,70,22,0,2,2,0,9.5
0.819,1,64,36,26,0,1,1,1,0.475
8.7,2,77,58,31,0,1,2,0,6
2.8,1,64,72,28,0,0,1,0,1.4
23.1,1,80,75,24,0,3,1,0,10.5
4.5,1,71,26,30,0,0,1,1,3
0.295,1,75,62,37,0,0,2,0,0.19
0.616,1,67,54,22,0,0,1,1,0.425
4.8,1,57,48,29,0,0,3,0,3
0.684,1,76,55,26,0,1,2,1,0.375
0.8,1,64,63,30,0,0,2,0,0.4
3.2,1,83,60,25,1,2,3,1,2.3
0.531,1,83,55,30,0,2,2,1,0.425
1.1,1,50,47,19,0,0,3,1,0.525
1.8,1,63,61,23,0,0,2,1,0.75
2.2,1,56,58,31,0,0,1,1,1.5
20,2,75,22,29,0,0,2,1,10.5
2.6,1,73,60,19,0,3,4,0,1.3
0.699,1,57,59,34,0,-1,1,0,0.325
1.9,1,52,67,30,0,0,1,1,1.1
0.418,1,72,53,22,0,1,2,1,0.22
4.9,1,47,70,27,0,1,5,1,2.5
1.4,1,64,59,19,0,3,2,0,0.75
4.1,1,70,70,25,0,0,9,1,2.1
2.2,1,66,75,35,0,0,5,1,1.1
8.7,1,77,35,25,0,3,1,1,5.5
0.571,1,51,51,18,0,0,2,1,0.275
2,1,64,60,17,0,0,2,1,0.85
1.4,1,82,58,27,0,0,4,1,0.975
2.2,1,80,60,25,0,1,1,1,1.2
6.7,1,67,19,22,0,3,1,1,3.2
5.1,1,37,41,23,0,2,1,0,2.7
4,1,56,41,21,0,0,3,1,1.4
1.1,1,84,61,28,0,0,1,1,0.85
4.4,2,67,65,27,0,3,1,1,2.5
0.79,1,52,57,17,0,1,3,1,0.4
1.1,1,73,53,25,0,1,1,1,0.625
1.7,1,74,64,32,0,0,2,0,0.975
9.8,1,73,28,25,0,3,4,1,5.5
3.2,1,56,15,18,0,3,3,1,1.2
1.6,1,82,64,30,0,2,3,0,0.725
15.8,1,64,27,25,0,2,2,1,8
2.6,1,59,63,22,0,0,2,1,1.5
0.813,1,73,64,32,0,0,5,0,0.65
2.6,1,60,44,19,0,4,1,0,1.2
0.379,1,52,17,20,0,0,3,1,0.15
0.406,1,73,61,29,1,1,5,0,0.325
1.2,1,63,55,21,0,1,3,1,0.675
0.596,1,69,57,26,0,2,1,1,0.45
0.157,1,51,34,25,0,0,3,1,0.11
2.3,1,65,60,21,0,1,1,0,1.2
7.7,1,77,68,23,0,2,5,0,4.5
1.3,1,32,44,20,0,3,2,1,0.5
5.9,1,68,49,21,0,3,1,1,2.7
2.1,1,82,37,27,0,0,1,0,1.5
10.8,1,68,71,21,0,2,1,1,4.9
0.744,1,42,38,17,0,1,2,1,0.35
0.295,1,62,56,19,0,0,1,0,0.19
0.653,1,71,60,33,0,0,2,0,0.45
0.1,1,63,49,26,0,2,1,1,0.07
0.595,1,69,51,23,0,-1,1,1,0.35
3.1,1,84,61,31,0,1,1,1,1.4
20,2,73,68,29,0,2,1,0,10.5
1.4,1,74,65,26,0,0,4,1,0.675
0.313,1,76,56,34,0,-1,5,1,0.25
1.8,1,73,27,19,0,1,2,0,0.775
0.202,1,50,36,33,0,-1,3,0,0.13
0.653,1,56,26,20,0,-1,3,1,0.45
1.1,1,81,56,26,0,1,1,1,0.625
2,1,79,65,23,0,3,1,1,1.1
10.2,1,60,24,18,0,1,2,1,4.4
1.5,1,70,45,18,0,4,1,1,0.525
1,1,51,12,26,0,1,2,1,0.775
4.8,1,70,70,26,0,2,2,1,2.1
2.6,1,90,27,28,0,1,3,1,1.6
1.4,1,68,57,20,0,1,1,1,0.825
0.938,1,64,58,29,0,1,2,0,0.75
0.608,1,60,17,24,0,4,1,1,0.3
0.609,1,58,55,20,0,1,1,1,0.325
0.6,1,75,64,34,0,0,7,0,0.375
0.877,1,69,24,26,0,2,1,1,0.575
1.2,1,74,60,24,0,2,2,1,0.7
2.2,1,66,24,29,0,-1,1,1,1
3.8,1,64,48,20,0,0,2,1,1.6
2.1,1,66,54,21,0,0,6,1,1
2.1,1,85,52,26,0,1,2,1,1.4
1.6,1,53,11,19,0,0,3,1,0.6
1.8,1,63,16,30,0,0,3,0,1
3.2,1,83,40,27,0,1,2,0,1.6
3.5,1,75,65,22,0,3,3,0,2.1
3.9,1,65,39,20,0,1,3,1,2.3
4.6,1,70,23,26,0,-1,3,1,2
39,1,85,76,27,0,2,1,0,20.5
0.962,1,77,20,27,0,2,1,1,0.675
0.656,1,63,14,20,0,-1,3,1,0.35
1.4,1,84,63,28,0,0,2,0,0.925
4.1,1,90,67,27,0,2,2,0,1.8
17.1,2,72,44,21,0,3,1,1,9
1.2,1,62,53,21,0,-1,3,1,0.725
3.4,2,69,35,35,0,1,1,0,1.7
6.1,1,76,72,23,0,2,1,0,3.2
1.5,1,76,64,25,0,0,5,0,1
0.9,1,69,73,35,0,0,1,1,0.5
5.1,2,72,66,27,0,1,1,1,2.3
5.3,1,73,30,28,0,4,4,0,2.4
0.543,1,50,22,17,0,1,1,1,0.275
8.2,1,73,70,24,0,3,7,1,3.4
0.839,1,72,63,28,0,0,2,1,0.55
5.5,1,64,72,23,0,1,5,1,2.3
2.1,1,81,61,23,0,0,3,1,1.3
1.8,1,73,67,29,0,0,3,1,1.2
7.4,1,61,56,20,0,3,1,1,3.1
1.4,1,63,58,22,0,2,1,0,0.85
3.1,1,51,19,22,0,0,2,1,1.3
4.2,1,86,63,24,0,-1,8,0,2.6
1.9,1,65,22,22,0,0,3,1,1.3
0.569,1,64,54,27,0,0,2,0,0.35
5.4,1,80,35,23,1,1,4,1,3
7.5,1,85,72,29,0,1,2,0,4.7
1.8,1,70,74,32,0,-1,2,0,1.2
27.5,1,81,35,22,0,4,1,1,12.5
59.5,3,90,72,30,0,2,2,0,35
22,1,77,40,33,0,1,2,0,11
2.5,1,78,67,28,0,1,3,0,1.9
3.7,1,74,45,23,0,0,2,0,2.2
0.914,2,56,66,35,0,-1,1,1,0.425
0.149,1,61,62,34,0,0,2,0,0.11
2,1,57,60,18,0,2,1,1,0.75
0.474,1,48,52,19,0,1,1,1,0.24
0.866,1,60,21,27,0,1,2,1,0.55
1.5,1,71,21,26,0,2,1,1,1.1
4,1,32,69,30,0,0,3,1,2.5
2.4,1,86,60,25,0,3,1,1,1.5
1.5,1,78,64,20,0,2,1,0,1
2.4,1,68,66,24,0,2,1,0,1.6
23.8,2,78,77,29,1,1,4,0,12.5
0.675,1,57,15,17,0,2,1,1,0.3
3.5,1,91,62,30,0,1,6,1,1.6
0.593,1,58,58,19,0,2,1,1,0.3
32.3,2,77,78,28,0,3,1,0,19
0.447,1,57,43,26,0,0,2,1,0.275
1.8,1,39,32,21,0,-1,2,1,1.1
9.6,1,71,39,23,0,1,5,1,4.8
2.9,1,79,66,29,0,2,2,1,1.4
17.9,2,68,69,31,0,1,13,1,8.5
1.1,1,72,54,31,0,-1,1,0,0.5
1.1,1,80,59,34,0,0,2,0,0.55
4.1,1,63,68,32,0,1,1,0,3.3
0.502,1,60,58,24,0,0,2,1,0.275
0.41,1,61,54,19,0,0,1,1,0.21
0.221,1,48,37,21,0,-1,2,1,0.13
0.913,1,70,61,26,0,0,1,0,0.5
3.4,1,70,19,24,0,2,1,0,1.7
0.7,1,34,25,21,0,1,5,1,0.4
0.608,1,76,51,30,0,0,2,1,0.45
0.772,1,52,60,19,0,4,1,1,0.325
9.6,1,73,42,19,0,3,2,1,4
1.8,1,66,47,23,0,1,1,1,1.1
0.736,1,57,20,29,0,1,1,1,0.475
1,1,61,20,18,0,1,1,1,0.375
1.5,1,53,24,23,0,1,1,0,0.9
17.9,3,73,77,29,1,1,1,0,10.5
5.1,1,63,73,26,0,1,3,0,2.7
15.8,1,82,73,26,0,1,3,0,8
12.2,1,70,22,23,0,4,1,1,6.5
0.175,1,56,48,21,0,4,1,1,0.1
0.508,1,66,38,19,0,1,2,0,0.35
1.1,1,80,60,27,0,-1,6,1,0.825
0.719,1,76,63,30,0,-1,4,0,0.575
1.6,1,60,29,19,0,0,2,1,0.625
49.4,1,91,76,22,0,1,3,0,25
5.1,1,78,70,24,0,2,3,1,2.6
0.616,1,70,71,38,0,-1,1,0,0.425
0.07,1,57,58,33,0,-1,14,1,0.045
1.1,1,42,26,16,0,2,1,1,0.375
1.9,1,67,47,33,0,-1,1,1,0.875
0.419,1,62,51,20,0,4,2,1,0.18
0.342,1,51,29,22,0,3,1,1,0.19
2.4,3,45,31,33,0,0,1,0,1.2
5.1,1,66,42,23,0,2,1,1,2.7
0.776,1,70,52,29,0,0,1,1,0.575
1.7,1,85,59,27,0,2,6,0,1.3
0.297,1,65,52,21,0,0,1,1,0.18
3.2,1,48,19,21,0,2,1,1,1.9
2.7,1,60,28,24,0,-1,1,1,1.2
1.2,1,64,55,21,0,1,1,1,0.625
0.634,1,35,48,22,0,1,2,1,0.325
0.488,1,53,67,24,0,-1,4,0,0.3
1.5,1,53,60,19,0,3,4,0,1
1.3,1,75,57,28,0,1,1,1,0.725
2.5,1,81,61,21,0,2,1,0,1.7
5.2,1,72,42,25,0,1,1,1,2.5
0.781,1,63,73,35,0,0,1,0,0.625
3,1,69,73,29,0,2,10,0,1.6
1.2,1,55,18,22,0,-1,3,1,0.75
23.7,1,81,69,27,1,3,5,0,12
0.553,1,49,68,37,0,-1,3,1,0.425
0.109,1,64,47,32,0,0,1,1,0.07
1.1,1,82,63,27,0,1,4,0,0.65
6.8,1,70,28,22,0,2,1,1,3.8
0.963,1,60,50,23,0,0,2,1,0.55
3.2,1,62,45,27,0,1,2,1,2
1.7,1,74,57,23,0,0,1,1,1
0.875,1,55,17,18,0,2,1,1,0.35
1.7,1,53,63,21,0,3,1,1,1
1.9,1,66,14,34,0,-1,1,0,0.875
