"release_clause_eur_m","overall","potential","wage_eur_m","movement_reactions","skill_ball_control","age","value_eur_m"
2.2,65,76,0.048,63,58,20,1.5
2.5,65,75,0.144,63,70,20,1.5
3.5,62,82,0.024,60,71,17,1.1
2.7,63,76,0.048,59,68,19,1.1
1.5,65,70,0.096,60,62,24,1
0.641,65,65,0.048,60,48,32,0.475
97.2,84,86,4.32,81,82,24,50.5
0.202,57,57,0.096,52,58,32,0.13
4.9,73,74,0.336,73,63,27,3.1
5,67,74,0.024,64,68,22,2.1
17.6,76,76,0.048,72,73,27,8
1.2,71,71,0.192,68,65,33,0.975
1.2,65,68,0.096,61,63,26,0.925
2.1,65,72,0.096,63,65,23,1.3
49.4,80,81,4.224,75,84,26,25
0.5,62,62,0.048,54,62,28,0.4
4.8,72,72,0.528,81,73,27,2.5
2.9,70,70,0.0336,60,58,29,1.3
2.5,71,71,1.344,75,71,33,1.2
2.3,63,71,0.096,60,59,24,1
4.5,73,73,1.488,71,71,31,2.5
6.6,73,73,0.048,75,74,30,3
1.1,64,67,0.096,58,58,25,0.725
2.5,65,72,0.096,61,40,23,1.4
2.7,70,71,0.384,67,67,27,1.7
4.1,71,73,0.288,68,62,28,1.9
6.3,74,74,1.008,72,75,28,4.2
3.4,70,70,0.0336,54,74,30,1.6
0.821,62,63,0.192,60,63,27,0.45
4.6,74,74,0.288,72,69,33,2.2
0.093,52,52,0.096,46,45,32,0.06
7.9,69,82,0.768,61,72,20,3.4
4.3,70,73,0.528,69,66,25,1.9
1.6,61,74,0.096,50,47,22,0.75
0.488,61,61,0.144,56,66,29,0.325
2.1,74,74,0.48,72,72,34,1.5
5.1,69,80,0.192,64,70,19,3
0.563,55,74,0.024,53,60,18,0.3
2.5,70,71,0.24,68,72,25,1.9
15.8,75,79,1.248,70,77,24,8
1.6,62,71,0.144,58,64,22,0.9
1.3,66,66,0.24,66,73,29,0.85
0.613,67,67,0.096,65,70,34,0.35
2.7,70,71,0.336,61,75,27,1.9
1.6,68,68,0.336,69,71,29,1.2
3.7,67,78,0.144,62,65,20,2.1
2.9,68,72,0.288,66,71,24,1.8
0.398,60,62,0.048,60,67,26,0.3
1.4,70,70,0.24,59,68,31,1.1
0.306,51,61,0.024,52,50,19,0.13
203.1,89,90,12,89,88,27,105.5
3.8,71,71,0.336,72,76,23,2
0.831,64,64,0.096,61,55,30,0.475
3.6,71,71,0.624,67,74,28,1.9
2.1,64,72,0.096,56,62,22,1.3
1.7,61,77,0.0336,54,64,18,0.8
1.3,67,68,0.096,62,54,28,0.975
18,74,84,0.768,71,70,21,9
4.5,73,73,0.864,68,51,30,2.5
10.8,75,75,1.44,76,74,27,6
2,69,69,0.192,72,72,30,1.3
8.1,73,76,1.152,71,78,24,4.1
2.8,64,74,0.024,58,51,22,1.2
17,78,78,0.816,79,83,33,8.5
1.1,63,68,0.0408,61,64,25,0.725
0.546,54,69,0.048,48,35,19,0.24
2.7,68,72,0.144,60,58,26,1.5
33.6,79,80,3.312,78,75,28,17
2.5,71,72,0.336,67,62,29,1.7
18.8,83,83,0.672,80,85,34,12.5
9.9,72,80,0.192,67,76,22,5.5
0.388,55,65,0.096,46,44,20,0.25
0.638,72,72,0.336,70,60,38,0.425
2,62,72,0.024,60,52,22,0.825
0.731,61,66,0.144,55,52,25,0.45
0.606,62,63,0.096,58,58,26,0.425
0.385,59,59,0.096,54,55,27,0.22
2.3,70,70,0.816,69,74,31,1.2
0.163,52,56,0.096,47,26,26,0.1
0.6,71,71,0.24,70,68,38,0.375
6.9,71,81,0.336,73,69,21,4.2
1.4,67,67,0.288,57,49,31,0.7
1.8,65,69,0.144,61,67,24,1
2.9,61,84,0.24,63,64,18,1
0.788,65,65,0.192,66,66,33,0.45
1.2,59,77,0.0456,54,49,19,0.55
0.612,60,63,0.024,49,44,26,0.275
2.1,66,70,0.336,52,64,25,1.1
1.5,61,69,0.024,53,38,19,0.65
0.878,58,67,0.096,50,62,21,0.45
21.3,75,84,0.624,76,73,22,12.5
1.9,69,69,0.336,70,70,32,1.1
36.8,79,79,1.584,77,83,28,17.5
3.4,67,71,0.024,68,66,21,1.5
2.1,70,70,0.384,67,59,29,1.3
1.6,62,71,0.096,59,63,22,0.9
1,65,65,0.096,63,64,27,0.775
2.1,63,78,0.048,59,59,19,1.1
3,72,72,0.576,71,51,31,1.6
2.2,62,76,0.096,50,35,18,0.875
108.8,86,86,4.032,84,87,28,68
1.6,66,66,0.024,67,65,31,0.725
1.1,59,71,0.0384,48,62,20,0.55
2.6,70,70,0.624,68,71,30,1.6
0.861,65,66,0.144,58,64,29,0.65
1.8,64,69,0.024,69,61,24,0.8
1.7,68,68,0.192,60,64,28,1.1
0.958,63,65,0.192,57,54,25,0.525
0.454,55,63,0.096,51,53,21,0.275
1.8,64,70,0.144,55,63,24,0.925
1.5,62,73,0.048,59,62,19,0.85
1.2,60,75,0.024,59,66,17,0.55
2.1,64,74,0.096,52,62,21,1.3
3.2,67,74,0.096,64,64,23,2
32.8,78,81,2.4,78,82,26,18.5
1.3,68,68,0.24,62,64,31,0.825
0.163,52,55,0.024,50,50,24,0.1
2.1,62,75,0.048,44,67,20,0.95
0.95,63,63,0.144,63,62,27,0.475
155.9,86,88,6.72,84,84,24,81
11.6,76,76,0.48,76,79,27,8
3.4,67,71,0.024,54,67,23,1.5
0.831,63,63,0.096,57,64,28,0.475
1.5,62,73,0.0264,63,60,22,0.9
0.593,55,69,0.048,50,52,21,0.3
5.2,70,80,0.144,72,68,21,3.6
0.495,56,66,0.024,49,57,21,0.3
17.1,74,84,0.96,72,65,21,9
0.979,66,66,0.144,66,69,32,0.675
2.3,70,70,0.144,72,67,27,1.7
3.5,64,79,0.048,52,68,19,1.4
0.14,62,62,0.096,55,62,36,0.08
2.4,68,72,0.192,66,58,25,1.5
1.8,69,69,0.024,78,66,33,0.85
0.185,54,58,0.024,51,37,26,0.13
8.3,75,75,1.104,70,80,30,5.5
2,68,69,0.096,59,54,27,1.2
1.7,63,72,0.0408,59,67,20,1
6.9,74,74,0.672,71,75,28,4.2
1.8,68,68,0.288,62,67,31,1
1.1,65,68,0.048,58,62,26,0.825
8,74,74,0.72,75,78,30,4.1
6.5,74,74,0.528,72,74,27,4.5
0.548,58,62,0.144,56,57,23,0.3
2.6,68,73,0.096,70,61,26,1.6
2,61,76,0.192,53,68,20,0.775
1.2,70,70,0.144,71,61,33,0.75
11.9,73,81,0.336,69,73,23,7
13.4,75,80,0.48,76,74,24,8.5
2.4,71,71,0.768,70,72,33,1.2
14.5,75,79,0.96,72,61,26,7
1.4,66,66,0.192,63,64,28,0.875
2,64,72,0.096,58,63,23,1.2
1.3,60,69,0.024,48,60,18,0.525
1.7,67,70,0.192,63,67,26,1.2
7.6,74,74,1.2,72,67,30,3.6
0.155,49,60,0.024,51,43,19,0.1
1.5,73,73,0.48,69,73,36,1
1.9,66,66,0.024,66,71,27,0.9
7.8,70,81,0.192,66,70,21,3.4
15.2,74,83,0.624,76,78,22,9.5
0.819,62,63,0.192,52,63,26,0.475
8.7,76,76,0.48,77,76,31,6
2.8,70,70,0.624,72,69,28,1.4
23.1,75,82,1.2,74,70,24,10.5
4.5,73,73,0.576,67,73,30,3
0.295,64,64,0.0384,65,64,37,0.19
0.616,59,66,0.024,52,55,22,0.425
4.8,73,73,0.48,63,71,29,3
0.684,61,63,0.144,50,54,26,0.375
0.8,63,63,0.144,56,54,30,0.4
3.2,70,75,0.432,70,74,25,2.3
0.531,63,63,0.096,58,59,30,0.425
1.1,58,76,0.0384,52,62,19,0.525
1.8,63,69,0.024,62,66,23,0.75
2.2,71,71,0.432,71,76,31,1.5
20,77,77,1.824,74,77,29,10.5
2.6,64,79,0.0432,59,57,19,1.3
0.699,65,65,0.024,64,66,34,0.325
1.9,69,69,0.288,63,55,30,1.1
0.418,58,58,0.096,52,50,22,0.22
4.9,72,74,2.064,67,63,27,2.5
1.4,61,75,0.048,61,64,19,0.75
4.1,70,75,0.96,66,63,25,2.1
2.2,74,74,0.384,65,60,35,1.1
8.7,74,77,1.104,72,74,25,5.5
0.571,54,72,0.0384,49,61,18,0.275
2,62,74,0.024,65,53,17,0.85
1.4,66,67,0.24,65,65,27,0.975
2.2,66,71,0.192,64,63,25,1.2
6.7,69,78,0.912,64,65,22,3.2
5.1,72,72,0.48,74,76,23,2.7
4,64,77,0.024,56,65,21,1.4
1.1,66,66,0.144,66,67,28,0.85
4.4,72,73,1.248,75,73,27,2.5
0.79,57,73,0.024,50,52,17,0.4
1.1,63,66,0.192,61,64,25,0.625
1.7,68,68,0.144,68,70,32,0.975
9.8,74,77,1.92,70,79,25,5.5
3.2,63,81,0.48,57,59,18,1.2
1.6,66,66,0.024,56,64,30,0.725
15.8,75,79,2.688,76,74,25,8
2.6,65,73,0.0456,60,63,22,1.5
0.813,67,67,0.096,63,50,32,0.65
2.6,63,81,0.0312,75,65,19,1.2
0.379,51,68,0.096,52,47,20,0.15
0.406,62,62,0.048,50,53,29,0.325
1.2,61,68,0.0288,63,63,21,0.675
0.596,62,64,0.096,65,60,26,0.45
0.157,52,55,0.024,44,52,25,0.11
2.3,63,77,0.048,66,66,21,1.2
7.7,72,79,0.24,66,69,23,4.5
1.3,58,71,0.096,50,66,20,0.5
5.9,68,77,0.288,64,72,21,2.7
2.1,69,69,0.096,55,68,27,1.5
10.8,72,81,1.008,69,65,21,4.9
0.744,56,75,0.024,53,58,17,0.35
0.295,53,64,0.024,49,37,19,0.19
0.653,66,66,0.144,60,65,33,0.45
0.1,51,55,0.024,48,34,26,0.07
0.595,57,66,0.048,50,52,23,0.35
3.1,71,71,0.0264,64,67,31,1.4
20,77,77,1.344,77,81,29,10.5
1.4,64,66,0.144,54,50,26,0.675
0.313,65,65,0.096,60,61,34,0.25
1.8,61,74,0.048,54,61,19,0.775
0.202,58,58,0.024,53,57,33,0.13
0.653,58,66,0.0384,60,59,20,0.45
1.1,64,64,0.144,63,63,26,0.625
2,64,71,0.336,53,56,23,1.1
10.2,71,86,0.432,66,78,18,4.4
1.5,57,78,0.036,53,59,18,0.525
1,64,67,0.096,53,62,26,0.775
4.8,71,73,0.0408,64,70,26,2.1
2.6,70,70,0.384,71,75,28,1.6
1.4,62,72,0.048,53,57,20,0.825
0.938,66,66,0.096,62,64,29,0.75
0.608,58,63,0.096,61,54,24,0.3
0.609,56,70,0.024,53,50,20,0.325
0.6,67,67,0.192,66,62,34,0.375
0.877,63,64,0.096,61,63,26,0.575
1.2,63,69,0.048,52,45,24,0.7
2.2,67,67,0.024,62,67,29,1
3.8,65,74,0.024,65,71,20,1.6
2.1,63,74,0.096,53,64,21,1
2.1,68,69,0.24,60,66,26,1.4
1.6,60,75,0.192,57,59,19,0.6
1.8,67,67,0.144,66,70,30,1
3.2,69,70,0.96,68,68,27,1.6
3.5,69,75,0.384,63,66,22,2.1
3.9,67,77,0.288,62,69,20,2.3
4.6,70,72,0.0288,67,68,26,2
39,80,80,1.632,81,77,27,20.5
0.962,64,65,0.096,56,64,27,0.675
0.656,56,70,0.048,50,51,20,0.35
1.4,67,67,0.24,62,59,28,0.925
4.1,70,71,0.0312,63,69,27,1.8
17.1,75,81,1.152,72,76,21,9
1.2,61,71,0.096,59,65,21,0.725
3.4,74,74,0.48,72,77,35,1.7
6.1,73,73,0.48,71,69,23,3.2
1.5,66,69,0.096,62,58,25,1
0.9,71,71,0.96,67,61,35,0.5
5.1,72,72,0.624,66,75,27,2.3
5.3,72,72,0.0408,72,71,28,2.4
0.543,54,72,0.024,45,56,17,0.275
8.2,72,78,0.0288,69,63,24,3.4
0.839,64,65,0.048,56,57,28,0.55
5.5,70,76,0.0288,64,66,23,2.3
2.1,66,72,0.144,61,65,23,1.3
1.8,69,69,0.48,68,56,29,1.2
7.4,69,78,0.024,66,70,20,3.1
1.4,62,72,0.0384,63,61,22,0.85
3.1,64,74,0.24,57,65,22,1.3
4.2,69,76,0.192,69,70,24,2.6
1.9,64,72,0.144,54,66,22,1.3
0.569,61,63,0.0288,60,63,27,0.35
5.4,71,77,0.144,63,70,23,3
7.5,75,75,1.584,75,66,29,4.7
1.8,71,71,0.432,68,52,32,1.2
27.5,75,83,0.912,69,75,22,12.5
59.5,83,83,6.24,80,82,30,35
22,79,79,2.688,74,80,33,11
2.5,71,73,0.384,68,59,28,1.9
3.7,69,75,0.192,69,69,23,2.2
0.914,67,67,0.024,59,70,35,0.425
0.149,61,61,0.0456,49,29,34,0.11
2,60,81,0.096,57,41,18,0.75
0.474,54,67,0.0288,53,57,19,0.24
0.866,63,64,0.192,54,56,27,0.55
1.5,66,68,0.192,57,67,26,1.1
4,73,73,0.432,73,65,30,2.5
2.4,68,72,0.24,64,67,25,1.5
1.5,63,72,0.048,53,64,20,1
2.4,69,71,0.24,64,73,24,1.6
23.8,78,78,2.928,76,80,29,12.5
0.675,53,75,0.024,54,50,17,0.3
3.5,71,71,0.576,65,69,30,1.6
0.593,55,71,0.048,47,38,19,0.3
32.3,80,80,2.4,79,79,28,19
0.447,59,61,0.096,51,61,26,0.275
1.8,63,73,0.048,53,64,21,1.1
9.6,73,79,0.816,69,78,23,4.8
2.9,70,70,0.672,66,69,29,1.4
17.9,77,77,1.488,79,77,31,8.5
1.1,65,65,0.024,68,61,31,0.5
1.1,68,68,0.24,67,71,34,0.55
4.1,74,74,0.576,71,77,32,3.3
0.502,59,62,0.048,55,51,24,0.275
0.41,53,65,0.0432,47,34,19,0.21
0.221,51,60,0.0456,39,49,21,0.13
0.913,63,64,0.096,57,49,26,0.5
3.4,66,73,0.24,67,71,24,1.7
0.7,57,69,0.0288,50,63,21,0.4
0.608,63,63,0.096,64,60,30,0.45
0.772,56,71,0.024,53,49,19,0.325
9.6,71,80,0.0264,66,72,19,4
1.8,65,71,0.144,58,67,23,1.1
0.736,63,63,0.048,53,68,29,0.475
1,57,72,0.024,55,55,18,0.375
1.5,62,70,0.096,58,68,23,0.9
17.9,77,77,2.784,68,84,29,10.5
5.1,72,75,0.384,71,59,26,2.7
15.8,76,77,1.104,73,75,26,8
12.2,74,79,0.72,77,77,23,6.5
0.175,47,55,0.048,45,31,21,0.1
0.508,57,68,0.024,55,52,19,0.35
1.1,65,66,0.096,66,66,27,0.825
0.719,65,65,0.048,64,64,30,0.575
1.6,60,76,0.096,52,61,19,0.625
49.4,79,84,1.776,79,73,22,25
5.1,71,76,0.816,65,57,24,2.6
0.616,72,72,0.288,66,60,38,0.425
0.07,53,53,0.096,46,43,33,0.045
1.1,56,76,0.048,48,55,16,0.375
1.9,69,69,0.0264,71,69,33,0.875
0.419,52,66,0.144,48,40,20,0.18
0.342,53,60,0.0384,34,58,22,0.19
2.4,71,71,0.768,68,73,33,1.2
5.1,72,72,0.768,65,76,23,2.7
0.776,64,64,0.096,60,68,29,0.575
1.7,68,69,0.096,68,64,27,1.3
0.297,52,63,0.0456,52,54,21,0.18
3.2,66,75,0.192,56,65,21,1.9
2.7,66,69,0.024,58,65,24,1.2
1.2,62,68,0.096,60,64,21,0.625
0.634,58,64,0.048,55,58,22,0.325
0.488,60,63,0.0264,56,52,24,0.3
1.5,63,73,0.096,62,68,19,1
1.3,65,65,0.096,60,66,28,0.725
2.5,65,77,0.0456,59,63,21,1.7
5.2,71,74,0.672,62,75,25,2.5
0.781,72,72,0.24,72,63,35,0.625
3,71,71,0.864,66,69,29,1.6
1.2,61,72,0.144,58,56,22,0.75
23.7,77,78,2.256,81,79,27,12
0.553,72,72,0.24,70,67,37,0.425
0.109,53,53,0.096,47,54,32,0.07
1.1,65,65,0.192,64,60,27,0.65
6.8,71,78,0.288,72,70,22,3.8
0.963,60,68,0.0312,62,60,23,0.55
3.2,71,71,0.192,70,73,27,2
1.7,63,71,0.048,58,60,23,1
0.875,55,75,0.0408,47,56,18,0.35
1.7,63,74,0.096,49,36,21,1
1.9,71,71,0.024,68,70,34,0.875
3.5,62,84,0.192,63,64,18,1.2
6.2,69,76,0.192,73,68,23,2.7
3.2,69,73,0.24,68,68,23,2
10.3,74,77,1.104,73,76,25,5.5
0.114,49,54,0.048,45,52,24,0.07
10.7,75,77,1.104,74,57,27,6
1.3,66,67,0.192,62,58,29,0.8
0.834,65,65,0.096,60,58,30,0.575
1.4,61,73,0.048,49,62,20,0.8
0.908,60,70,0.048,50,66,21,0.55
2.4,68,71,0.144,65,71,25,1.6
2,65,72,0.144,65,67,23,1.4
8.9,75,76,0.816,71,71,27,6
3.9,66,75,0.24,68,68,23,1.9
21,74,86,1.248,68,73,18,10
18.8,77,78,2.16,77,63,29,9.5
0.726,56,70,0.048,53,62,21,0.35
1.2,61,71,0.096,47,64,20,0.725
23.1,76,82,1.152,73,67,23,11
1.1,66,67,0.096,59,57,29,0.8
0.473,63,63,0.096,57,56,31,0.35
0.399,53,64,0.0336,53,35,18,0.19
3.3,71,74,0.24,67,69,26,2.5
2.6,65,77,0.048,62,56,20,1.6
0.333,55,61,0.096,54,54,24,0.18
1.9,68,68,0.768,71,63,29,1.2
5.7,68,79,0.624,65,72,21,2.7
7,69,81,0.144,70,70,19,3.2
5.9,69,77,0.144,64,68,21,3
1.8,67,67,0.144,59,70,28,1
0.63,56,65,0.096,51,52,22,0.3
8.4,75,75,0.0408,72,71,31,3.8
5.3,70,77,0.528,62,62,22,3.1
1.7,66,67,0.24,67,64,26,1
1.8,65,68,0.096,58,57,25,0.85
0.906,61,68,0.0288,58,56,23,0.625
1.9,69,69,0.192,63,70,29,1.4
1,63,63,0.096,66,67,27,0.5
2.9,62,83,0.0432,57,71,18,1.3
0.691,55,71,0.0288,54,48,19,0.325
0.508,57,66,0.048,56,46,21,0.35
2.1,62,80,0.0288,52,65,19,1
5.2,70,74,0.0312,70,70,24,2.3
0.713,69,69,0.288,70,66,37,0.475
0.284,60,60,0.024,45,49,30,0.21
7.2,69,78,0.0264,62,69,22,3
31.5,79,80,0.576,78,80,27,20
3.1,70,73,0.144,64,64,26,1.9
4.8,70,74,0.024,66,65,24,2.1
2,63,71,0.096,58,55,22,1
0.509,55,63,0.144,44,58,22,0.275
1.3,60,75,0.096,56,60,19,0.55
11.6,72,80,1.584,67,73,22,5.5
1.6,61,72,0.336,55,57,22,0.75
4.2,72,73,0.384,66,70,26,2.5
4.4,72,75,0.288,68,68,26,2.8
2.9,69,69,0.384,67,65,27,1.5
0.906,67,67,0.096,67,67,33,0.625
4.7,71,73,1.392,66,68,22,2.5
0.31,60,60,0.096,50,44,30,0.2
0.569,62,62,0.144,62,60,31,0.325
3.5,71,71,0.0408,69,73,31,1.6
0.998,63,68,0.144,55,63,25,0.7
4.5,71,75,0.288,70,70,25,2.4
1.3,62,67,0.048,63,63,24,0.6
39.6,81,81,2.592,82,77,31,22
0.525,58,64,0.024,57,56,21,0.3
9.5,77,77,1.776,76,73,33,5
4.8,73,73,0.288,65,74,29,3
0.467,52,69,0.144,44,53,19,0.21
1.5,62,68,0.024,63,65,23,0.625
1.5,67,67,0.192,62,64,27,1.1
1.7,65,70,0.192,59,64,24,1.1
1.9,64,73,0.0312,62,54,20,1.2
0.536,56,63,0.048,51,53,19,0.275
4.6,70,75,0.336,62,58,24,2.2
0.309,56,60,0.024,55,52,22,0.19
1.2,65,65,0.144,62,63,29,0.625
3.8,66,73,0.024,68,60,24,1.6
2.7,64,77,0.096,61,63,19,1.3
2.3,62,81,0.192,46,64,18,1
3.9,69,75,0.144,66,60,23,2
0.831,63,63,0.096,55,60,27,0.475
6.1,72,78,0.144,69,55,24,3.4
6.4,69,79,0.192,68,65,21,2.9
2.1,72,72,0.24,70,70,31,1.7
0.629,62,63,0.048,60,64,25,0.475
8,72,79,0.336,68,74,23,4.7
1,59,77,0.024,48,57,18,0.55
1,67,67,0.096,69,64,32,0.8
0.388,55,62,0.024,40,54,23,0.25
0.853,55,74,0.024,60,53,17,0.325
3.4,75,75,0.528,77,76,39,1.8
1.2,59,76,0.0384,61,46,19,0.55
15.6,73,82,0.72,71,71,22,6.5
2,64,71,0.096,63,66,23,1.2
0.675,63,63,0.096,66,57,28,0.5
13.1,74,79,1.056,76,76,25,6
5,72,73,0.036,52,73,28,2.2
2.2,66,69,0.192,69,66,24,1.2
3.2,70,72,0.24,61,58,27,1.7
8.1,73,77,0.816,69,69,25,3.9
0.29,56,59,0.096,51,51,26,0.19
0.623,55,69,0.048,50,55,20,0.3
1.4,67,69,0.24,63,57,28,1
4.6,75,75,0.624,74,73,33,2.8
1.1,69,69,0.384,72,72,35,0.6
37.8,81,81,1.44,75,81,31,18
2.6,62,80,0.096,58,68,19,1
0.761,57,70,0.024,53,56,18,0.35
4.2,66,78,0.288,60,64,19,2
0.821,62,64,0.144,55,59,25,0.45
1.4,62,73,0.048,57,66,20,0.875
3.8,64,81,0.144,61,70,18,1.5
35.9,83,83,8.16,81,79,33,17.5
1.4,67,67,0.288,63,65,27,0.975
1.6,61,74,0.048,53,46,20,0.75
27.7,77,82,2.976,78,72,25,14
6,69,76,0.192,60,47,24,2.6
2.7,65,74,0.192,56,66,23,1.6
1.4,65,66,0.144,59,59,27,0.75
3.4,72,72,0.192,64,71,29,2.1
2.6,65,74,0.144,51,67,22,1.6
0.45,53,70,0.024,48,51,19,0.24
0.703,57,70,0.024,49,57,19,0.375
2.1,64,74,0.048,60,67,20,1.3
0.634,59,65,0.048,56,34,23,0.325
0.578,56,68,0.096,48,61,19,0.35
0.659,64,64,0.096,62,46,31,0.425
0.211,54,56,0.096,50,55,26,0.13
2.2,68,68,0.024,67,55,30,1
1.9,61,73,0.024,53,61,21,0.8
3.3,70,73,0.288,72,72,25,2.1
0.528,59,63,0.096,60,60,24,0.325
2.6,66,73,0.144,58,65,23,1.6
0.834,64,64,0.048,65,66,30,0.575
1.7,67,70,0.24,69,68,26,1.3
3.3,71,71,0.48,69,68,28,1.9
2.5,65,72,0.048,58,69,24,1.4
1.2,64,65,0.192,56,60,27,0.625
3.4,70,70,0.624,71,71,23,1.8
5.3,67,82,0.24,68,69,20,2.5
2.1,71,71,0.432,62,72,31,1.6
2.1,71,71,0.624,70,40,31,1.3
6.7,77,77,0.912,75,74,35,3.2
49.4,78,85,2.256,78,74,23,26
1.7,65,68,0.192,68,63,25,0.95
0.87,60,72,0.0384,51,61,22,0.6
4.4,71,72,0.72,70,72,27,2.1
0.658,56,75,0.024,45,57,17,0.325
0.776,65,65,0.0312,61,63,32,0.575
1.1,63,67,0.144,57,60,24,0.7
6.6,68,87,0.144,50,78,18,3.1
2.8,66,76,0.096,55,66,20,1.9
2.3,70,70,0.24,69,71,32,1.3
1.5,62,73,0.096,58,64,22,0.9
1.5,75,75,0.576,74,65,36,1
0.356,52,66,0.048,53,48,19,0.18
0.536,55,63,0.096,48,55,21,0.275
2,65,72,0.096,58,62,24,1.4
4.1,72,73,0.864,70,63,28,2.2
1.4,66,67,0.144,68,66,26,1
30.6,81,81,2.784,80,80,32,18
1.1,65,65,0.144,56,71,27,0.75
2.1,70,70,0.24,69,71,28,1.6
3.2,69,74,0.24,56,69,24,2.1
1.3,62,73,0.0384,63,58,22,0.825
9,74,74,1.872,72,77,27,4.5
3.6,66,74,0.528,64,68,22,1.8
0.063,58,58,0.0408,51,53,35,0.05
3,66,76,0.144,59,66,21,1.8
1,66,66,0.096,60,56,30,0.7
1.6,64,70,0.096,60,65,22,0.95
1.8,69,69,0.384,68,68,31,1.2
2.5,66,72,0.096,58,63,24,1.4
3.2,67,72,0.672,64,67,24,1.6
1.6,72,72,0.576,67,72,35,1
0.593,60,64,0.048,55,60,25,0.325
0.352,52,64,0.048,48,48,21,0.19
4.1,67,79,0.288,59,68,22,2.4
8.1,73,78,1.44,66,67,25,4.1
3.2,68,69,0.0288,50,70,25,1.4
6.4,74,74,0.0456,73,73,31,2.9
0.834,64,64,0.192,58,65,29,0.575
3.3,67,74,0.192,70,66,23,2
1.1,66,66,0.192,65,66,32,0.7
9.2,74,74,0.048,72,72,29,4.2
0.484,56,62,0.144,52,58,23,0.22
5.1,70,76,0.672,58,64,25,2.2
158.2,89,89,12.48,93,86,31,85.5
0.233,52,59,0.024,49,41,23,0.15
0.969,68,68,0.288,67,63,32,0.775
2.3,65,73,0.096,66,69,22,1.6
85.5,85,85,7.2,82,84,30,45
2.1,64,74,0.048,65,67,22,1.3
1.5,65,68,0.096,65,66,24,1
0.525,56,67,0.024,52,59,19,0.3
0.709,65,65,0.048,56,59,31,0.525
0.719,68,68,0.192,61,70,34,0.575
1.1,64,67,0.096,60,63,26,0.7
10.1,75,75,1.104,75,71,30,4.8
0.371,61,61,0.048,60,46,29,0.275
48.4,77,85,0.528,78,76,24,22
1.8,59,79,0.288,54,63,19,0.625
2,70,70,0.288,64,70,29,1.4
5.4,70,77,0.336,66,72,22,3.2
1.9,69,69,0.528,62,62,28,1.2
0.519,54,69,0.0384,45,55,19,0.25
2.2,67,67,0.336,66,68,27,1.1
15,74,81,1.152,70,68,25,7.5
2.4,70,72,0.192,66,62,26,1.8
0.831,65,65,0.24,63,61,32,0.475
13.7,76,76,1.2,78,75,31,6.5
2.4,68,68,0.336,59,71,28,1.2
1.6,65,66,0.192,52,62,26,0.775
0.726,56,74,0.0384,60,63,19,0.35
2.1,62,76,0.0312,56,49,19,0.875
6.5,66,86,0.144,62,71,18,2.4
0.689,64,64,0.048,60,46,30,0.475
1.4,64,67,0.096,64,66,26,0.75
0.228,51,60,0.024,41,55,19,0.13
1,62,68,0.048,55,62,23,0.625
3.1,66,76,0.288,63,69,22,1.9
0.92,69,69,0.144,65,70,35,0.575
1.2,65,65,0.192,60,66,27,0.75
1.5,59,74,0.024,58,60,18,0.525
34.7,77,83,3.648,71,79,23,16.5
0.496,60,63,0.024,57,60,25,0.325
0.248,63,63,0.096,67,66,36,0.16
12,75,75,0.672,67,76,27,6
0.544,57,68,0.0384,42,57,22,0.375
0.571,54,71,0.0288,60,39,19,0.275
3.4,69,75,0.288,57,47,22,2
1.1,65,65,0.144,63,67,28,0.725
0.506,66,66,0.096,68,66,35,0.375
2.1,69,69,0.528,69,70,28,1.4
2.6,65,76,0.144,68,67,21,1.6
40.7,84,84,7.44,85,81,33,22
1.3,66,66,0.096,63,57,29,0.75
1.5,64,70,0.0456,62,63,23,0.925
3.2,71,74,0.192,60,56,26,2.2
0.216,63,63,0.048,63,57,34,0.16
5.7,80,80,0.384,75,55,38,3.8
5.9,70,78,0.24,67,64,24,3.3
0.725,59,67,0.024,55,54,23,0.5
1.6,70,70,0.384,69,68,30,1.3
3.3,72,72,0.288,64,56,27,2.2
9.2,69,85,0.096,73,74,18,3.5
1.6,69,69,0.288,63,68,29,1.2
2.1,63,73,0.288,52,55,21,1
3.2,63,79,0.72,60,58,20,1.2
2.6,70,70,0.72,69,71,29,1.6
4.9,72,74,0.336,66,71,25,2.9
1.1,65,65,0.144,62,66,28,0.725
2,67,68,0.144,59,66,26,1.1
2.9,77,77,0.624,74,77,37,2.1
0.689,67,67,0.096,66,66,34,0.475
1.8,65,71,0.096,56,66,22,1.1
0.288,59,59,0.048,57,59,28,0.23
4.7,71,77,0.288,70,75,25,2.6
0.439,65,65,0.048,64,66,34,0.325
3.2,69,72,0.576,63,62,27,1.6
0.216,63,63,0.048,45,68,37,0.16
0.999,59,66,0.024,56,58,24,0.425
6.6,74,74,0.912,74,80,30,4
0.656,56,70,0.0288,54,57,20,0.35
90.2,85,85,9.6,83,71,30,44
2.9,68,74,0.144,61,65,23,1.9
1.8,67,70,0.144,63,59,27,1.2
0.9,70,70,0.432,71,69,35,0.45
1.6,68,68,0.288,65,71,32,0.8
14.8,75,78,0.048,76,66,27,6.5
1.2,61,71,0.024,55,56,21,0.7
0.326,60,60,0.024,54,51,29,0.21
0.701,59,66,0.0336,54,48,21,0.425
2,62,73,0.096,63,63,21,0.9
1.2,66,66,0.096,64,62,29,0.75
